Unnamed: 0,no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,season,date,time,room,ta,hr,va
826,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,09:00:00,5,24.51,15.7,1.2
827,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,09:30:00,5,22.22,16.3,0.84
828,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,10:00:00,5,25.48,16.8,1.08
829,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,1,2021/1/10,10:30:00,5,21.15,16.4,0.0
830,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,11:00:00,5,24.93,16.3,1.08
831,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,1,2021/1/10,11:30:00,5,20.46,16.2,0.0
832,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,12:00:00,5,24.36,16.3,1.08
833,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,1,2021/1/10,14:30:00,5,21.11,13.6,0.12
834,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,2.0,1,2021/1/10,15:00:00,5,27.03,14.7,1.2
835,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,15:30:00,5,22.04,15.2,0.12
836,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,16:00:00,5,22.54,15.9,0.96
837,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,0.0,1,2021/1/10,16:30:00,5,20.12,16.5,0.12
838,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,2.0,1,2021/1/10,17:00:00,5,26.74,16.8,0.72
839,9.0,1.0,22.0,180.0,65.0,20.06,1.05,1.0,-1.0,-1.0,1.0,1,2021/1/10,17:30:00,5,21.58,16.8,0.36
2261,22.0,1.0,23.0,175.0,67.0,21.88,0.83,1.0,0.0,0.0,0.0,1,2021/1/10,09:00:00,5,22.2,15.7,0.96
2262,22.0,1.0,23.0,175.0,67.0,21.88,0.83,1.0,0.0,0.0,0.0,1,2021/1/10,09:30:00,5,22.6,16.3,0.96
